customer_id,first_name,last_name,email,phone,join_date,country
C1188,David,,user1188@gmail.com,0803-123-4567,2023/06/01,Nigeria
C1189,Mary,Smith,user1189@gmail.com,8123456789,06-08-2023,Nigeria
C1190,,,user1190@gmail.com,07012345678,01-07-2023,Nigeria
C1191,John,Smith,user1191@gmail.com,0803-123-4567,2023-04-02,NG
C1192,John,Smith,user1192@gmail.com,,02-06-2023,NG
C1193,,Ali,user1193@gmail.com,07012345678,2023-04-06,Nigeria
C1194,Mary,,user1194@gmail.com,07012345678,2023-12-11,NG
C1195,John,Smith,user1195@gmail.com,08031234567,2023/03/29,NG
C1196,,,user1196@gmail.com,,2023/11/05,NG
C1197,David,Ali,user1197@gmail.com,8123456789,2023/07/04,NG
C1198,David,Smith,user1198@gmail,08031234567,2023-04-08,Nigeria
C1199,Grace,,user1199@gmail,0803-123-4567,2023-11-29,Nigeria
